username,languageName,problemsSolved
user9302Ab,Python3,7
dps1609,Java,202
dps1609,MySQL,1
dps1609,C#,111
dps1609,JavaScript,9
dps1609,Python3,65
dps1609,TypeScript,27
niteshballa,C++,51
niteshballa,Python3,11
jenisdonda012,C++,617
jenisdonda012,Python,6
jenisdonda012,MySQL,19
jenisdonda012,Python3,1
jenisdonda012,Pandas,1
aharonmathews04,C++,297
aharonmathews04,Python,2
aharonmathews04,MySQL,7
aharonmathews04,C,1
aharonmathews04,Python3,2
aharonmathews04,Pandas,1
aharonmathews04,PostgreSQL,1
Shadows_3098,C++,1
Hu7mN1UeV4,C++,1
Hu7mN1UeV4,Java,2
aa_yush_jain,C++,358
aa_yush_jain,MySQL,5
aa_yush_jain,Python3,1
aa_yush_jain,PostgreSQL,29
eric.strickler@gmail.com,JavaScript,1
kunkelmiss,C++,248
kunkelmiss,Java,223
kunkelmiss,Python,2
kunkelmiss,C#,1
kunkelmiss,Python3,1
Eswar_neeli,C++,88
Eswar_neeli,Java,2
Eswar_neeli,MySQL,7
Eswar_neeli,Python3,1
bear0131,C++,9
pushp_mini,C++,555
pushp_mini,Java,1
pushp_mini,MySQL,28
ashwindurai007,Java,4
ashutosh2639,C++,547
ashutosh2639,MySQL,12
kalyan_v,C++,9
kalyan_v,MySQL,7
kalyan_v,Python3,183
Rahulnaik21,C++,201
Rahulnaik21,MySQL,77
Rahulnaik21,Python3,53
HopesAndDreams,C++,1
HopesAndDreams,Java,176
HopesAndDreams,MySQL,1
e_davydov,Kotlin,1
andrena2209,Python3,2
amundra,Java,205
amundra,Python,1
amundra,MySQL,1
amundra,Ruby,2
amundra,Go,1
amundra,Python3,109
harsh16122004,C++,310
harsh16122004,JavaScript,2
nikhildeshmukh170,C++,204
nikhildeshmukh170,Java,6
nikhildeshmukh170,MySQL,6
nikhildeshmukh170,JavaScript,2
nikhildeshmukh170,Pandas,3
huyminh080,C++,303
huyminh080,Python3,121
huyminh080,MS SQL Server,8
shihao666,C++,18
chinna_bala,Java,210
devanshkoolwal,Java,361
devanshkoolwal,MySQL,6
devanshkoolwal,JavaScript,4
devanshkoolwal,Scala,3
horaciopagani,Java,63
horaciopagani,MySQL,12
horaciopagani,JavaScript,12
horaciopagani,Oracle,1
defgj,C++,4
defgj,JavaScript,2
hima_2011,C++,17
hima_2011,Java,4
_Shaik_Akram,Java,175
_Shaik_Akram,MySQL,2
txdinh,Java,24
Tekiter,C++,6
Tekiter,Rust,1
catchaxe,C++,20
catchaxe,MySQL,2
catchaxe,Python3,20
TW_NN,C++,96
TW_NN,Python,1
TW_NN,Python3,30
lazy_wini,C++,658
lazy_wini,Java,2
lazy_wini,MySQL,11
rahulsonu2279,C++,3
rahulsonu2279,Java,368
rahulsonu2279,MySQL,15
rahulsonu2279,C,1
rahulsonu2279,JavaScript,11
rahulsonu2279,Go,1
rahulsonu2279,Rust,1
chessnocow,Python3,51
chessnocow,MS SQL Server,2
Bukiethooo,C++,119
Bukiethooo,MySQL,6
Bukiethooo,MS SQL Server,15
aman__verma,C++,2
aman__verma,Java,46
kunalnpandey,C++,98
kunalnpandey,C,1
bhanusri95,Java,5
bhanusri95,Python,449
bhanusri95,Python3,55
priyanshusoniii,C++,192
priyanshusoniii,JavaScript,45
priyanshusoniii,TypeScript,1
Meet__69,C++,23
anshulpanda12,C++,258
anshulpanda12,C,10
KamalSaad,C++,96
theclub,C++,4
theclub,MySQL,12
kurtwood,MS SQL Server,9
moonrainbow,C++,3
moonrainbow,Java,37
moonrainbow,Python,17
moonrainbow,Python3,62
aamey719,Java,255
aamey719,MySQL,18
aamey719,C,1
aamey719,C#,1
srikanth_ravipati,Java,174
srikanth_ravipati,Python,4
srikanth_ravipati,MySQL,23
srikanth_ravipati,Python3,145
killla_pravalika,C++,9
killla_pravalika,Python,10
killla_pravalika,Python3,8
lxiaokun,C++,3
maydaycha.iim02g,Python,1
shrinithy,C++,67
shrinithy,Java,382
shrinithy,Python,4
shrinithy,MySQL,12
shrinithy,C,2
shrinithy,C#,4
shrinithy,JavaScript,12
shrinithy,Ruby,1
shrinithy,Bash,2
shrinithy,Python3,287
Naveen2306,C++,34
Naveen2306,Java,24
Naveen2306,Python,2
Naveen2306,JavaScript,1
Naveen2306,Swift,1
Naveen2306,Python3,111
everbright,Java,233
everbright,Python,2
gzblue,C++,200
gzblue,Python,15
saifete11ruet,C++,3
saifete11ruet,Python,12
saifete11ruet,MySQL,19
saifete11ruet,C#,5
saifete11ruet,JavaScript,93
saifete11ruet,Python3,147
saifete11ruet,TypeScript,24
Venkatadheeraj,C++,5
Venkatadheeraj,C,2
Venkatadheeraj,Python3,1
ivana_irene,Python,388
ivana_irene,MySQL,7
ivana_irene,JavaScript,6
ivana_irene,Python3,2
ivana_irene,TypeScript,2
axk4821,Java,1
axk4821,Python3,18
warriorkid8677,C++,2
warriorkid8677,Java,247
warriorkid8677,Python,1
warriorkid8677,C,2
warriorkid8677,Python3,3
warriorkid8677,Rust,2
PriyanshuYadav01,C++,203
VALA-JANVI,C++,1
VALA-JANVI,Java,88
VALA-JANVI,MySQL,6
danielliao99624,Python3,112
confuzio,Python,24
dhruvgoyal555,C++,133
dhruvgoyal555,Java,1
dhruvgoyal555,MySQL,18
Divyak-04,C++,23
Divyak-04,Java,88
Divyak-04,Python,1
Divyak-04,C,25
zav333,Java,5
zav333,Swift,292
zav333,Python3,6
asthajha2707,C++,8
asthajha2707,Java,175
nubbaDan,C++,5
nubbaDan,Python3,1
AdmiralDoge,Java,8
shahare,Go,132
shahare,Python3,12
9xd3U9l30K,C++,146
9xd3U9l30K,C#,4
pe7can,C++,421
singh7307780309,C++,636
singh7307780309,Java,33
singh7307780309,Python,18
singh7307780309,MySQL,2
singh7307780309,Bash,1
singh7307780309,Python3,149
singh7307780309,PHP,1
vastgrass,C++,61
vastgrass,Bash,3
vastgrass,Go,62
vastgrass,Python3,1
piupiustar,Java,172
piupiustar,Swift,4
Amit1405,C++,332
Amit1405,MySQL,17
hiyaaa,C++,62
aravindanvemula2,Java,11
aravindanvemula2,Python,7
aravindanvemula2,MySQL,9
aravindanvemula2,Python3,11
aravindanvemula2,Pandas,18
alam_410,C++,6
Maaz_6789,C++,30
shyam_0507,C++,27
shyam_0507,Java,3
shyam_0507,MySQL,6
shyam_0507,C,11
shyam_0507,Python3,136
shyam_0507,Pandas,1
shyam_0507,PostgreSQL,21
welktach,Python,10
welktach,C,1
welktach,C#,167
welktach,Python3,12
Aditya-360,C++,1
Aditya-360,Java,356
Aditya-360,JavaScript,1
Aditya-360,Python3,1
hrushi_2003,Java,5
hrushi_2003,Python,7
hrushi_2003,Python3,155
zainsiddiqui2323,Java,16
zainsiddiqui2323,Python,4
zainsiddiqui2323,MySQL,3
zainsiddiqui2323,C#,10
zainsiddiqui2323,Python3,58
zainsiddiqui2323,Oracle,1
zainsiddiqui2323,PostgreSQL,3
SumitSingh5,C++,1
SumitSingh5,Java,409
SumitSingh5,MySQL,2
SumitSingh5,Python3,1
SumitSingh5,MS SQL Server,8
Ousssema,Java,1
Ousssema,Python,8
Ousssema,JavaScript,164
Ousssema,Python3,130
keyurbagadiya12345,C++,1154
keyurbagadiya12345,Java,1
keyurbagadiya12345,MySQL,9
lakshman66_,C++,50
lakshman66_,Java,1
lakshman66_,Python,42
lakshman66_,C,1
lakshman66_,Python3,29
user0606z,C++,2
user0606z,Python,2
user0606z,C#,12
user0606z,Go,4
oxygen291,Java,6
huiyuxiang386,C++,1
huiyuxiang386,Python3,64
kittorapha,MySQL,4
kittorapha,PostgreSQL,11
vaishali_27,C++,129
vaishali_27,Python,2
anmol_123,C++,162
anmol_123,MySQL,16
anmol_123,Oracle,1
meirkoen,JavaScript,1
Asteroid_Destroyer07,Java,4
pratyushgupta800,C++,18
pratyushgupta800,Java,233
pratyushgupta800,MySQL,50
yash_tiwari700,C++,204
yash_tiwari700,Java,2
yash_tiwari700,Python,3
yash_tiwari700,Python3,8
tr5,MySQL,1
tr5,Python3,31
tr5,Pandas,2
PriyalJ06,C++,86
2300320130211_ITC,Java,46
2300320130211_ITC,C,1
wcmulvaney,C++,5
wcmulvaney,Java,2
wcmulvaney,C#,11
wcmulvaney,Python3,9
jayhsu0627,C++,10
jayhsu0627,Python,20
jayhsu0627,JavaScript,2
jayhsu0627,Python3,191
taurmaos,Java,1
pandu_9911_2002,Python3,223
zdjohn,Python,24
zdjohn,C#,21
zdjohn,Python3,14
rimmerll,Python,1
kartikp36,C++,541
kartikp36,Python,1
kartikp36,Python3,188
bhargavdubey_123,C++,87
bhargavdubey_123,C,60
bhargavdubey_123,C#,1
bhargavdubey_123,Python3,1
Javed_35,C++,215
ShashwatV,C++,374
ShashwatV,Java,103
ShashwatV,MySQL,23
ranjiitsingh,C++,450
ranjiitsingh,Python,1
ranjiitsingh,JavaScript,1
6Z1hmdCC9I,C++,3
6Z1hmdCC9I,Java,163
6Z1hmdCC9I,MySQL,2
Vijaya2203,Java,69
Vijaya2203,C,2
Vijaya2203,Python3,108
Kumar-Abhishek,Java,122
Kumar-Abhishek,JavaScript,125
VaishnaviPhadtare,C++,6
VaishnaviPhadtare,Java,224
VaishnaviPhadtare,Python,2
konteye,Java,24
konteye,MySQL,15
konteye,JavaScript,2
konteye,PHP,34
Eswar-1,JavaScript,4
Eswar-1,Python3,257
arjun_prasad,C++,183
ksky007,Python,1
ksky007,MySQL,9
ksky007,Python3,79
ksky007,MS SQL Server,9
verborum,Java,1
verborum,Python3,1
verborum,PHP,52
deepakyadav0202,C++,210
deepakyadav0202,MySQL,18
letsmailabhishekmarathe,Python,1
letsmailabhishekmarathe,JavaScript,193
letsmailabhishekmarathe,TypeScript,54
jadoonl,C++,1
jadoonl,Java,28
jadoonl,MySQL,2
Maggie211,Python,52
Maggie211,MySQL,15
Maggie211,C#,232
Maggie211,Python3,5
gs87,Go,2
DhaiLeet,Java,196
DhaiLeet,MySQL,35
DhaiLeet,C,1
Shubhamrao1998,Python3,39
Shreya-Vaishya,Java,129
Shreya-Vaishya,MySQL,19
gothambat,Java,3
gothambat,Python3,297
gothambat,TypeScript,1
navya_sri12,C++,27
navya_sri12,Java,9
navya_sri12,Python,11
navya_sri12,C,14
navya_sri12,Python3,20
yeonjaekimjay,C++,1
yeonjaekimjay,Java,105
yeonjaekimjay,JavaScript,7
Rajita18,Java,14
Rajita18,Python,8
Rajita18,MySQL,151
Rajita18,Python3,58
Rajita18,MS SQL Server,1
Rajita18,Oracle,1
liun,Java,130
liun,MySQL,27
liun,Go,1
liun,Python3,20
liun,PostgreSQL,16
ienglish-sh,Java,71
ienglish-sh,Python,2
ienglish-sh,MySQL,1
NestoDo,C#,14
NestoDo,JavaScript,77
NestoDo,Python3,1
NestoDo,MS SQL Server,11
codingfreak166,C++,545
codingfreak166,MySQL,4
Shane0,C++,2
megha-12,Java,12
megha-12,C,4
megha-12,Python3,3
avibansal,MySQL,22
avibansal,Python3,125
user4486R,JavaScript,12
pushpit_j19,C++,2
pushpit_j19,Python3,91
imp7,C++,128
imp7,MySQL,7
imp7,Python3,353
Swayam_Kaushal,C++,113
Swayam_Kaushal,MySQL,6
Swayam_Kaushal,JavaScript,2
Swayam_Kaushal,Python3,3
ivesklein,JavaScript,12
ivesklein,Dart,1
user9533f,Java,179
user9533f,MySQL,2
adi10,Java,265
adi10,C,3
ajfi225,Python,5
ajfi225,MySQL,8
ajfi225,C,3
ajfi225,Go,104
ajfi225,Python3,2
ajfi225,Rust,4
Hruthik_20,Java,17
Shalu2212,C++,122
Shalu2212,Java,68
Shalu2212,Python,3
Shalu2212,MySQL,16
Shalu2212,Python3,4
user7187c,Go,13
ericaxw99,C++,1
ericaxw99,Python,21
ericaxw99,Python3,11
dinhphu012001,C++,37
dinhphu012001,MySQL,19
dinhphu012001,Python3,51
dinhphu012001,MS SQL Server,1
dinhphu012001,Oracle,2
kavine05,C++,87
kavine05,Java,35
kavine05,Python,100
kavine05,Python3,58
PChavan1605,C++,232
PChavan1605,MySQL,61
PChavan1605,Python3,18
PChavan1605,Pandas,2
620106,C++,106
abhisheknew2023,C++,90
abhisheknew2023,JavaScript,5
hari28,C++,524
hari28,Python,12
hari28,MySQL,4
hari28,C,62
hari28,Swift,9
hari28,Python3,38
Skylar12345,C++,3
Skylar12345,MySQL,31
Skylar12345,Python3,155
arnzchen,C++,1
arnzchen,Java,134
arnzchen,Python,8
arnzchen,Python3,174
sahilsingla958,Java,218
sahilsingla958,MySQL,1
nimishaagarwal527,C++,1
nimishaagarwal527,Python3,49
Arun__Sharma,Java,254
Arun__Sharma,MySQL,2
neerajaloney,Java,213
neerajaloney,Python,5
neerajaloney,MySQL,8
neerajaloney,JavaScript,2
neerajaloney,Python3,18
neerajaloney,Pandas,10
neerajaloney,PostgreSQL,11
yybmsh,C++,65
yybmsh,Java,1117
yybmsh,MySQL,16
yybmsh,Python3,6
KL2400030202,C++,1
KL2400030202,Java,2
KL2400030202,C,11
manmohanpawar032,C++,52
manmohanpawar032,Java,261
manmohanpawar032,MySQL,5
bhagavathi-,C++,1
bhagavathi-,Java,2
bhagavathi-,Python,1
bhagavathi-,MySQL,2
bhagavathi-,Python3,334
sambitmishra04,C++,57
sambitmishra04,Java,26
sambitmishra04,Python,2
sambitmishra04,MySQL,22
sambitmishra04,JavaScript,18
sambitmishra04,Python3,255
sambitmishra04,Pandas,6
624217459,Java,1
624217459,Python,19
624217459,MySQL,84
624217459,Python3,129
daggergad7,C++,323
daggergad7,JavaScript,1
hacxter,C++,419
hacxter,Python,1
hacxter,MySQL,2
hacxter,JavaScript,1
rdiaz3,Python3,2
coder_at_work,C++,159
coder_at_work,MySQL,3
coder_at_work,JavaScript,502
coder_at_work,Kotlin,11
coder_at_work,TypeScript,2
bfrost,Python3,32
bfrost,Rust,1
fanhuirong,JavaScript,1
fanhuirong,TypeScript,1
sudhanshu111100,C++,102
sudhanshu111100,Java,4
sudhanshu111100,Python,1
sudhanshu111100,Python3,3
anuragmaldhure,Java,178
HailHydra2008,C++,2
HailHydra2008,Java,1
HailHydra2008,C,2
HailHydra2008,Python3,8
Lahari_Yarlagadda728,Java,83
Lahari_Yarlagadda728,Python,181
Lahari_Yarlagadda728,MySQL,11
Lahari_Yarlagadda728,Python3,1
santa_7,C++,257
santa_7,Python,3
santa_7,MySQL,18
santa_7,Python3,4
prembaba,Java,11
prembaba,Python3,1
wuburn,JavaScript,1
rudra678chouhan,C++,365
violscode,C++,2
violscode,Java,3
violscode,MySQL,1
violscode,C,115
violscode,Python3,5
nagavinay,C++,21
nagavinay,Java,20
nagavinay,Python,3
nagavinay,MySQL,3
nagavinay,C,1
nagavinay,Python3,2
bit_legion1010,C++,357
bit_legion1010,MySQL,11
bit_legion1010,Python3,1
Abhinay_Mishra,Java,32
224G1A0475,Java,3
224G1A0475,MySQL,1
224G1A0475,Python3,89
swapnil_jaiswal,Java,34
swapnil_jaiswal,Kotlin,40
yu_bubble,Python,50
yu_bubble,Python3,108
yu_bubble,PostgreSQL,20
nehachaudhary_23,Java,220
Saivardhan002,C++,87
Saivardhan002,Python3,1
eddie539,C,1
Kavyansh_Varshney_18,Java,273
Kavyansh_Varshney_18,MySQL,13
Kavyansh_Varshney_18,JavaScript,7
pratyaksharma2000,C++,6
pratyaksharma2000,Java,305
pratyaksharma2000,Python,4
pratyaksharma2000,C,1
pratyaksharma2000,Python3,9
sumiranverma,C++,391
sumiranverma,MySQL,11
stackunderflow,C++,3
stackunderflow,Java,143
stackunderflow,MySQL,1
stackunderflow,Ruby,3
celb,Java,4
celb,Python,3
celb,Python3,17
bivashth8,C++,215
bivashth8,Java,1
bivashth8,MySQL,7
bivashth8,Python3,2
bivashth8,MS SQL Server,2
_seduler,C++,4
karthikeyan_b,Java,41
karthikeyan_b,MySQL,3
karthikeyan_b,C,1
karthikeyan_b,Python3,14
shubhamgoyal9090,C++,41
rishbhjohar,C++,308
rishbhjohar,Java,7
rishbhjohar,JavaScript,3
wusanfentong,C++,2
wusanfentong,Java,12
wusanfentong,Python,109
wusanfentong,MySQL,10
wusanfentong,JavaScript,16
wusanfentong,Python3,608
wusanfentong,Pandas,52
Bibhu037,C++,80
lspahija,Java,2
lspahija,Python3,7
lspahija,Kotlin,4
namanrajpal16,C++,82
namanrajpal16,Java,4
namanrajpal16,MySQL,1
namanrajpal16,C#,2
hemanth_07_11_,C++,257
hemanth_07_11_,Java,16
hemanth_07_11_,Swift,1
hemanth_07_11_,Python3,76
ewarkus,Java,31
ewarkus,Kotlin,99
Aakanksha_12,C++,3
Aakanksha_12,Java,2
Aakanksha_12,Python,2
Aakanksha_12,C,7
Aakanksha_12,Python3,1
Aayush_RAJ_18,Java,246
vashistreddy794,Java,12
vashistreddy794,Python,1
vashistreddy794,C,3
bhishma,Java,20
bhishma,Python3,1
ayushstdcincout,C++,542
Yashwanth_raju005,Java,396
Yashwanth_raju005,Python,1
Yashwanth_raju005,MySQL,1
Yashwanth_raju005,C,7
aruala,Java,639
aruala,MySQL,1
aruala,Python3,21
lohitha_repalle,C++,4
lohitha_repalle,Java,113
lohitha_repalle,MySQL,13
lohitha_repalle,Python3,82
sudeep__07,C++,1
sudeep__07,Python3,49
sudeep__07,Pandas,1
aaravkumarsingh2000,C++,164
aaravkumarsingh2000,Java,96
aaravkumarsingh2000,Python,35
aaravkumarsingh2000,MySQL,72
aaravkumarsingh2000,Python3,36
aaravkumarsingh2000,Pandas,10
MadhuRajasri,MySQL,12
MadhuRajasri,Python3,32
MadhuRajasri,MS SQL Server,3
LokeshTyagi,C++,3
LokeshTyagi,Java,183
LokeshTyagi,MySQL,1
LokeshTyagi,JavaScript,2
LokeshTyagi,Python3,8
patelnamraa08,Java,30
jianrenmeng,C++,80
jianrenmeng,Python,5
jianrenmeng,Python3,7
jianrenmeng,Scala,1
arnavashank5,Java,1
arnavashank5,MySQL,90
arnavashank5,Python3,310
arnavashank5,Pandas,75
ps126287,C++,96
ps126287,Java,14
ps126287,Python,1
ps126287,MySQL,36
ps126287,C,12
ps126287,C#,6
ps126287,Python3,63
ps126287,MS SQL Server,4
ps126287,Oracle,1
ps126287,Pandas,2
tonyFernando,C++,96
tonyFernando,Python,1
tonyFernando,C,2
altamash_ali,C++,154
altamash_ali,MySQL,20
vaishnavi_45ch,C++,4
vaishnavi_45ch,Java,85
vaishnavi_45ch,C,10
vaishnavi_45ch,Pandas,15
yuvi023,Java,351
yuvi023,JavaScript,30
michaelwang,C++,284
michaelwang,Java,99
michaelwang,Python,36
michaelwang,MySQL,1
emc2,C++,206
drenssehc,C++,29
drenssehc,Java,71
drenssehc,Python,9
drenssehc,C,3
drenssehc,Python3,52
drenssehc,Kotlin,6
tarunvihar,C++,2
tarunvihar,Java,143
tarunvihar,Python,1
tarunvihar,MySQL,6
tarunvihar,JavaScript,232
atom9006,C++,36
atom9006,MySQL,6
atom9006,C,1
atom9006,Python3,2
charvitha16,C++,34
charvitha16,Python3,3
s-vibhor,C++,54
s-vibhor,Java,209
s-vibhor,Python,15
s-vibhor,MySQL,5
s-vibhor,JavaScript,34
s-vibhor,Python3,24
CourtneyLove,C++,51
CourtneyLove,Python3,8
shivarkcodes,C++,348
shivarkcodes,MySQL,39
shivarkcodes,JavaScript,4
shivarkcodes,PostgreSQL,1
DineshMarpina,C++,40
DineshMarpina,Python,25
DineshMarpina,MySQL,24
DineshMarpina,Python3,1
SpeedRunner07,C++,5
KS6kzRZQiO,Java,5
ahorseisananimal,Swift,36
itskb,C++,76
itskb,Java,6
itskb,MySQL,2
itskb,Python3,3
shi_van_i24,C++,574
shi_van_i24,Java,2
shi_van_i24,Python3,1
hazers,Python3,9
Saymazhar,C++,193
Saymazhar,MySQL,1
navadeep_63,C++,188
navadeep_63,MySQL,13
navadeep_63,C,14
abhijeet_cpp,C++,297
abhijeet_cpp,Python3,2
jzhang93,Java,79
jzhang93,Python,121
jzhang93,MySQL,4
jzhang93,Python3,3
zusy,Python,10
zusy,Bash,1
lseppala,Java,1
lseppala,Python,5
lseppala,MySQL,3
lseppala,JavaScript,3
lseppala,Bash,1
lseppala,Go,9
lseppala,Python3,152
lseppala,MS SQL Server,1
matilds,Java,22
tarunroy500,C++,361
tarunroy500,Java,113
peddapatisaisiv1,C++,3
peddapatisaisiv1,Java,4
peddapatisaisiv1,Python,1
peddapatisaisiv1,C,8
peddapatisaisiv1,Python3,4
gagndeep008,Java,347
gagndeep008,Python,1
gagndeep008,Python3,47
gagndeep008,MS SQL Server,1
ak4721269,C++,157
ak4721269,Java,10
aw538736810,C++,158
aw538736810,C,89
soaib_choudhary,C++,5
m16tommy,Java,18
m16tommy,MySQL,1
Rajeev12R,C++,45
zjanzen,C++,9
zjanzen,Java,432
zjanzen,MySQL,9
zjanzen,C#,246
zjanzen,Swift,4
zjanzen,Go,14
zjanzen,Python3,60
zjanzen,MS SQL Server,9
zjanzen,Pandas,1
_deepak123,C++,503
_deepak123,JavaScript,3
sivajeyabalan15,Java,241
sivajeyabalan15,MySQL,50
sivajeyabalan15,JavaScript,6
sivajeyabalan15,Oracle,6
sivajeyabalan15,PostgreSQL,12
jordanjunglee,C++,292
jordanjunglee,Java,2
theshagohod,Python,93
theshagohod,MySQL,3
theshagohod,Go,2
theshagohod,Python3,126
dsksi,C++,3
dsksi,Java,108
dsksi,MySQL,1
dsksi,C,3
dsksi,Bash,2
dsksi,Swift,1
dsksi,Go,2
dsksi,Python3,1
kandinarsimha_reddy,C++,287
kandinarsimha_reddy,MySQL,7
kandinarsimha_reddy,Python3,8
kandinarsimha_reddy,PostgreSQL,50
JoseAcv2,C++,16
studyfromzhang0809,C++,1
studyfromzhang0809,Python,1
studyfromzhang0809,MySQL,34
studyfromzhang0809,C,9
studyfromzhang0809,JavaScript,1
studyfromzhang0809,Python3,10
studyfromzhang0809,Pandas,2
Praveen_0808,Java,113
Praveen_0808,Python,1
Praveen_0808,Python3,6
sagar20160268032,C++,294
sagar20160268032,Java,1
linchen_1010,C++,522
linchen_1010,Java,3
linchen_1010,Python,2
linchen_1010,MySQL,3
linchen_1010,JavaScript,17
linchen_1010,Python3,23
priyalm56,C++,38
priyalm56,Java,261
lokeshdangi,Java,256
lokeshdangi,Python3,5
Madhan_mohan_M,C++,14
Madhan_mohan_M,Java,26
Madhan_mohan_M,Python,3
Madhan_mohan_M,C,20
Madhan_mohan_M,Python3,2
Aveenkumar09,Java,4
Aveenkumar09,Python3,45
YK_1,C++,47
YK_1,C,19
SaitamaC8763,C++,179
SaitamaC8763,C,4
Kathy2020xxxx,Python3,279
Muppidi_Greeshma,Java,67
Muppidi_Greeshma,Python,6
Muppidi_Greeshma,MySQL,21
Muppidi_Greeshma,C,11
Muppidi_Greeshma,Python3,105
Muppidi_Greeshma,PHP,2
Ragav114,C++,515
Ragav114,Java,4
Ragav114,MySQL,12
Ragav114,C,1
Ragav114,JavaScript,1
Ragav114,Python3,84
thenavneet,C++,94
thenavneet,Java,13
thenavneet,Kotlin,1
Ankit_Goswami,C++,129
Ankit_Goswami,Python3,1
venkateshvarmagolla,Java,42
Harika369,C++,23
Harika369,Java,1
Antariksh_sngpt,C++,16
SilverRanger,Java,99
SilverRanger,Python,2
SilverRanger,C#,23
SilverRanger,Swift,7
SilverRanger,Python3,254
SilverRanger,MS SQL Server,1
sarybhammad,C++,400
sarybhammad,Java,446
sarybhammad,Python,2
sarybhammad,MySQL,3
sarybhammad,C,16
sarybhammad,Python3,3
TanishaMalhotra,Java,9
TanishaMalhotra,JavaScript,251
anupsingh556,C++,431
anupsingh556,Java,1
anupsingh556,Python,2
anupsingh556,MySQL,4
anupsingh556,Bash,1
anupsingh556,Go,6
dottedincident,Python3,1
jiayi312,Java,132
jiayi312,Python,15
jiayi312,Python3,463
ish005,Java,150
ish005,Python,1
ish005,MySQL,1
ish005,Python3,159
KalyanM2002,Python3,48
phamtuan199911,C++,1
phamtuan199911,Java,307
phamtuan199911,Go,258
phamtuan199911,Python3,7
phamtuan199911,Kotlin,3
mariotheguy,JavaScript,158
Albert_XuQian,Java,2
Albert_XuQian,Python,2
Albert_XuQian,MySQL,7
Albert_XuQian,Python3,15
U-A-V,C++,434
U-A-V,MySQL,23
U-A-V,C,10
anmolranjan1,C++,69
anmolranjan1,Java,2
anmolranjan1,Python3,102
baizhuochicken,Java,1
baizhuochicken,Python3,1
Shanting,Python3,1
Zang_09,C++,45
Zang_09,Java,29
jcmartin,C++,97
jcmartin,Python,2
jcmartin,MySQL,7
jcmartin,Python3,20
lwtxzwt,Java,248
lwtxzwt,MySQL,3
sonam25ranchi,C++,388
sonam25ranchi,Java,2
sonam25ranchi,Python,2
sonam25ranchi,MySQL,68
sonam25ranchi,JavaScript,10
sonam25ranchi,Python3,55
sonam25ranchi,PostgreSQL,1
xnvst,C++,257
xnvst,Java,1
navya_67,C++,16
hydragyr,C++,60
hydragyr,Python3,12
vaidanuj80,C++,357
vaidanuj80,Java,1
vaidanuj80,MySQL,33
bohdandanylov,C++,1
bohdandanylov,Java,56
bohdandanylov,Python,1
bohdandanylov,MySQL,2
praveen-9-kulkarni,Java,219
praveen-9-kulkarni,MySQL,13
praveen-9-kulkarni,Bash,3
element043,C++,662
element043,JavaScript,3
user4831uH,Python,193
user4831uH,MySQL,30
user4831uH,Python3,269
user4831uH,MS SQL Server,1
sasi0061,C++,166
meetpatel86230,C++,1
meetpatel86230,Java,89
meetpatel86230,Kotlin,25
vaishakhsk,C++,4
vaishakhsk,Java,1
vaishakhsk,Python,1
vaishakhsk,Python3,8
prabhasavvari24,Java,159
prabhasavvari24,MySQL,20
wa3345678,C#,46
lvjianting510502,Go,3
_PrakharMittal,Java,46
_PrakharMittal,Python3,1
Divyanshu_Dubey,Python,15
Divyanshu_Dubey,Python3,143
kl2400031912,C,33
sashank.narain,Python,5
sashank.narain,Go,8
velayudhan,C++,125
velayudhan,C,3
shamanth1604,C++,100
shamanth1604,Java,1
shamanth1604,Python,1
shamanth1604,C,1
shamanth1604,Go,4
shamanth1604,Python3,108
Nisc8hala,C++,1
Nisc8hala,Java,232
Nisc8hala,Python,24
Nisc8hala,MySQL,15
Nisc8hala,C,20
jumpy_2929,C++,6
jumpy_2929,Java,170
jumpy_2929,Python,30
come1,C++,163
come1,Java,1
come1,MySQL,1
come1,Python3,8
buri_buri_zaemon,Python,119
buri_buri_zaemon,MySQL,50
buri_buri_zaemon,Python3,13
ChaitanyaM,Java,70
ChaitanyaM,JavaScript,1
ChaitanyaM,Python3,1
jatinsonwal1001,C++,352
jatinsonwal1001,Java,2
jatinsonwal1001,Python3,3
Defenestrations,C++,39
Defenestrations,Python,5
Defenestrations,Python3,254
Defenestrations,PostgreSQL,9
dev1cee,C++,461
dev1cee,Python,22
dev1cee,JavaScript,5
dev1cee,Python3,5
oahragab,Java,160
oahragab,MySQL,2
oahragab,Go,63
gloriaLVela,Java,17
gloriaLVela,Python,1
gloriaLVela,MySQL,7
gloriaLVela,JavaScript,80
vinaymaske25,MySQL,1
vinaymaske25,Python3,178
Meruem737,C++,360
Meruem737,Java,1
Meruem737,Python3,1
ddwarak1906,C++,300
ddwarak1906,C,1
ddwarak1906,Python3,8
U_SAIVARUN,Java,10
U_SAIVARUN,Python,3
U_SAIVARUN,Python3,2
mehdimirzaie,C++,18
mehdimirzaie,Java,2
mehdimirzaie,C,14
mehdimirzaie,Python3,400
mnikitina6348,Python3,1
16612,C++,75
16612,Python,31
16612,MySQL,58
16612,Python3,32
snyderluke8,C++,38
snyderluke8,Java,4
snyderluke8,Python,9
snyderluke8,Python3,15
AchalGupta,C++,5
AchalGupta,Java,5
AchalGupta,MySQL,6
AchalGupta,Python3,261
AchalGupta,PostgreSQL,8
hao520wxj,C++,31
hao520wxj,C,70
yy555,Java,1
yy555,JavaScript,27
